cell_id,region_id,block_row,block_col,longitude,latitude,scalar_value,original_area_degree2,theta,rho,is_boundary,polygon_wkt
SYN_disconnected_r002_c002,Synthetic-disconnected,2,2,2.0,14.0,0.03713118169873586,1.0,2.282047642633429,0.8888888888888887,True,"POLYGON ((1.5 13.5, 2.5 13.5, 2.5 14.5, 1.5 14.5, 1.5 13.5))"
SYN_disconnected_r002_c003,Synthetic-disconnected,2,3,3.0,14.0,0.2603367200550617,1.0,2.122538510274117,0.888888888888889,True,"POLYGON ((2.5 13.5, 3.5 13.5, 3.5 14.5, 2.5 14.5, 2.5 13.5))"
SYN_disconnected_r002_c004,Synthetic-disconnected,2,4,4.0,14.0,0.378363224449505,1.0,1.9245629547619467,0.8888888888888888,True,"POLYGON ((3.5 13.5, 4.5 13.5, 4.5 14.5, 3.5 14.5, 3.5 13.5))"
SYN_disconnected_r002_c005,Synthetic-disconnected,2,5,5.0,14.0,0.37689944133498177,1.0,1.6932810713801958,0.8888888888888888,True,"POLYGON ((4.5 13.5, 5.5 13.5, 5.5 14.5, 4.5 14.5, 4.5 13.5))"
SYN_disconnected_r002_c006,Synthetic-disconnected,2,6,6.0,14.0,0.2561228611099188,1.0,1.4483115822095975,0.8888888888888888,True,"POLYGON ((5.5 13.5, 6.5 13.5, 6.5 14.5, 5.5 14.5, 5.5 13.5))"
SYN_disconnected_r002_c007,Synthetic-disconnected,2,7,7.0,14.0,0.030678196595548823,1.0,1.2170296988278466,0.8888888888888888,True,"POLYGON ((6.5 13.5, 7.5 13.5, 7.5 14.5, 6.5 14.5, 6.5 13.5))"
SYN_disconnected_r002_c008,Synthetic-disconnected,2,8,8.0,14.0,-0.27209835538305005,1.0,1.019054143315676,0.888888888888889,True,"POLYGON ((7.5 13.5, 8.5 13.5, 8.5 14.5, 7.5 14.5, 7.5 13.5))"
SYN_disconnected_r002_c009,Synthetic-disconnected,2,9,9.0,14.0,-0.6154937529061038,1.0,0.8595450109563643,0.8888888888888887,True,"POLYGON ((8.5 13.5, 9.5 13.5, 9.5 14.5, 8.5 14.5, 8.5 13.5))"
SYN_disconnected_r003_c002,Synthetic-disconnected,3,2,2.0,13.0,-0.16474709939239474,1.0,2.425393444732059,0.8749999999999998,True,"POLYGON ((1.5 12.5, 2.5 12.5, 2.5 13.5, 1.5 13.5, 1.5 12.5))"
SYN_disconnected_r003_c003,Synthetic-disconnected,3,3,3.0,13.0,0.0584584389639311,1.0,2.258016335669708,0.6666666666666667,False,"POLYGON ((2.5 12.5, 3.5 12.5, 3.5 13.5, 2.5 13.5, 2.5 12.5))"
