cell_id,region_id,block_row,block_col,longitude,latitude,scalar_value,original_area_degree2,theta,rho,is_boundary,polygon_wkt
SYN_hole_r000_c000,Synthetic-hole,0,0,0.0,16.0,-0.07232577525325448,1.0,1.8709081446949813,0.9411764705882353,True,"POLYGON ((-0.5 15.5, 0.5 15.5, 0.5 16.5, -0.5 16.5, -0.5 15.5))"
SYN_hole_r000_c001,Synthetic-hole,0,1,1.0,16.0,0.27057203220219683,1.0,1.7543809308921445,0.9411764705882355,True,"POLYGON ((0.5 15.5, 1.5 15.5, 1.5 16.5, 0.5 16.5, 0.5 15.5))"
SYN_hole_r000_c002,Synthetic-hole,0,2,2.0,16.0,0.5718919119844366,1.0,1.6326092349321948,0.9411764705882354,True,"POLYGON ((1.5 15.5, 2.5 15.5, 2.5 16.5, 1.5 16.5, 1.5 15.5))"
SYN_hole_r000_c003,Synthetic-hole,0,3,3.0,16.0,0.7950974503407624,1.0,1.5089834186575983,0.9411764705882354,True,"POLYGON ((2.5 15.5, 3.5 15.5, 3.5 16.5, 2.5 16.5, 2.5 15.5))"
SYN_hole_r000_c004,Synthetic-hole,0,4,4.0,16.0,0.9131239547352057,1.0,1.3872117226976486,0.9411764705882355,True,"POLYGON ((3.5 15.5, 4.5 15.5, 4.5 16.5, 3.5 16.5, 3.5 15.5))"
SYN_hole_r000_c005,Synthetic-hole,0,5,5.0,16.0,0.9116601716206825,1.0,1.270684508894812,0.9411764705882353,True,"POLYGON ((4.5 15.5, 5.5 15.5, 5.5 16.5, 4.5 16.5, 4.5 15.5))"
SYN_hole_r000_c006,Synthetic-hole,0,6,6.0,16.0,0.7908835913956195,1.0,1.161965158887132,0.9411764705882354,True,"POLYGON ((5.5 15.5, 6.5 15.5, 6.5 16.5, 5.5 16.5, 5.5 15.5))"
SYN_hole_r000_c007,Synthetic-hole,0,7,7.0,16.0,0.5654389268812495,1.0,1.0625750436440453,0.9411764705882353,True,"POLYGON ((6.5 15.5, 7.5 15.5, 7.5 16.5, 6.5 16.5, 6.5 15.5))"
SYN_hole_r000_c008,Synthetic-hole,0,8,8.0,16.0,0.26266237490265065,1.0,0.9730664734466942,0.9411764705882353,True,"POLYGON ((7.5 15.5, 8.5 15.5, 8.5 16.5, 7.5 16.5, 7.5 15.5))"
SYN_hole_r000_c009,Synthetic-hole,0,9,9.0,16.0,-0.0807330226204031,1.0,0.8932611606463081,0.9411764705882351,True,"POLYGON ((8.5 15.5, 9.5 15.5, 9.5 16.5, 8.5 16.5, 8.5 15.5))"
SYN_hole_r000_c010,Synthetic-hole,0,10,10.0,16.0,-0.42310900294287435,1.0,0.8225230630783653,0.9411764705882354,True,"POLYGON ((9.5 15.5, 10.5 15.5, 10.5 16.5, 9.5 16.5, 9.5 15.5))"
SYN_hole_r000_c011,Synthetic-hole,0,11,11.0,16.0,-0.7229509123184215,1.0,0.7599865971991135,0.9411764705882354,True,"POLYGON ((10.5 15.5, 11.5 15.5, 11.5 16.5, 10.5 16.5, 10.5 15.5))"
SYN_hole_r000_c012,Synthetic-hole,0,12,12.0,16.0,-0.9439015476668422,1.0,0.7047152787745641,0.9411764705882353,True,"POLYGON ((11.5 15.5, 12.5 15.5, 12.5 16.5, 11.5 16.5, 11.5 15.5))"
SYN_hole_r000_c013,Synthetic-hole,0,13,13.0,16.0,-1.059169633756491,1.0,0.655797186033512,0.9411764705882353,True,"POLYGON ((12.5 15.5, 13.5 15.5, 13.5 16.5, 12.5 16.5, 12.5 15.5))"
SYN_hole_r000_c014,Synthetic-hole,0,14,14.0,16.0,-1.0547783878775872,1.0,0.6123943115879031,0.9411764705882351,True,"POLYGON ((13.5 15.5, 14.5 15.5, 14.5 16.5, 13.5 16.5, 13.5 15.5))"
SYN_hole_r000_c015,Synthetic-hole,0,15,15.0,16.0,-0.9312602686798465,1.0,0.5737624638892811,0.9411764705882353,True,"POLYGON ((14.5 15.5, 15.5 15.5, 15.5 16.5, 14.5 16.5, 14.5 15.5))"
SYN_hole_r000_c016,Synthetic-hole,0,16,16.0,16.0,-0.7035924131255761,1.0,0.5392542302350318,0.9642857142857141,True,"POLYGON ((15.5 15.5, 16.5 15.5, 16.5 16.5, 15.5 16.5, 15.5 15.5))"
SYN_hole_r001_c000,Synthetic-hole,1,0,0.0,15.0,-0.35450906504813195,1.0,1.910734367578721,0.8333333333333335,True,"POLYGON ((-0.5 14.5, 0.5 14.5, 0.5 15.5, -0.5 15.5, -0.5 14.5))"
SYN_hole_r001_c001,Synthetic-hole,1,1,1.0,15.0,-0.011611257592680613,1.0,1.7798949513246844,0.8235294117647058,False,"POLYGON ((0.5 14.5, 1.5 14.5, 1.5 15.5, 0.5 15.5, 0.5 14.5))"
SYN_hole_r001_c002,Synthetic-hole,1,2,2.0,15.0,0.28970862218955906,1.0,1.6414121481948145,0.8235294117647061,False,"POLYGON ((1.5 14.5, 2.5 14.5, 2.5 15.5, 1.5 15.5, 1.5 14.5))"
SYN_hole_r001_c003,Synthetic-hole,1,3,3.0,15.0,0.5129141605458849,1.0,1.5001805053949788,0.8235294117647061,False,"POLYGON ((2.5 14.5, 3.5 14.5, 3.5 15.5, 2.5 15.5, 2.5 14.5))"
