cell_id,region_id,block_row,block_col,longitude,latitude,scalar_value,original_area_degree2,theta,rho,is_boundary,polygon_wkt
SYN_concave_u_r000_c000,Synthetic-concave_u,0,0,0.0,16.0,-0.07232577525325448,1.0,1.7543809308921445,0.9411764705882355,True,"POLYGON ((-0.5 15.5, 0.5 15.5, 0.5 16.5, -0.5 16.5, -0.5 15.5))"
SYN_concave_u_r000_c001,Synthetic-concave_u,0,1,1.0,16.0,0.27057203220219683,1.0,1.6326092349321948,0.9411764705882354,True,"POLYGON ((0.5 15.5, 1.5 15.5, 1.5 16.5, 0.5 16.5, 0.5 15.5))"
SYN_concave_u_r000_c002,Synthetic-concave_u,0,2,2.0,16.0,0.5718919119844366,1.0,1.5089834186575983,0.9411764705882354,True,"POLYGON ((1.5 15.5, 2.5 15.5, 2.5 16.5, 1.5 16.5, 1.5 15.5))"
SYN_concave_u_r000_c003,Synthetic-concave_u,0,3,3.0,16.0,0.7950974503407624,1.0,1.3872117226976486,0.9411764705882355,True,"POLYGON ((2.5 15.5, 3.5 15.5, 3.5 16.5, 2.5 16.5, 2.5 15.5))"
SYN_concave_u_r000_c013,Synthetic-concave_u,0,13,13.0,16.0,-1.059169633756491,1.0,0.6123943115879031,0.9411764705882351,True,"POLYGON ((12.5 15.5, 13.5 15.5, 13.5 16.5, 12.5 16.5, 12.5 15.5))"
SYN_concave_u_r000_c014,Synthetic-concave_u,0,14,14.0,16.0,-1.0547783878775872,1.0,0.5737624638892811,0.9411764705882353,True,"POLYGON ((13.5 15.5, 14.5 15.5, 14.5 16.5, 13.5 16.5, 13.5 15.5))"
SYN_concave_u_r000_c015,Synthetic-concave_u,0,15,15.0,16.0,-0.9312602686798465,1.0,0.5392542302350318,0.9411764705882354,True,"POLYGON ((14.5 15.5, 15.5 15.5, 15.5 16.5, 14.5 16.5, 14.5 15.5))"
SYN_concave_u_r000_c016,Synthetic-concave_u,0,16,16.0,16.0,-0.7035924131255761,1.0,0.5083132118071982,0.9666666666666667,True,"POLYGON ((15.5 15.5, 16.5 15.5, 16.5 16.5, 15.5 16.5, 15.5 15.5))"
SYN_concave_u_r001_c000,Synthetic-concave_u,1,0,0.0,15.0,-0.35450906504813195,1.0,1.7798949513246844,0.8235294117647058,True,"POLYGON ((-0.5 14.5, 0.5 14.5, 0.5 15.5, -0.5 15.5, -0.5 14.5))"
SYN_concave_u_r001_c001,Synthetic-concave_u,1,1,1.0,15.0,-0.011611257592680613,1.0,1.6414121481948145,0.8235294117647061,False,"POLYGON ((0.5 14.5, 1.5 14.5, 1.5 15.5, 0.5 15.5, 0.5 14.5))"
SYN_concave_u_r001_c002,Synthetic-concave_u,1,2,2.0,15.0,0.28970862218955906,1.0,1.5001805053949788,0.8235294117647061,False,"POLYGON ((1.5 14.5, 2.5 14.5, 2.5 15.5, 1.5 15.5, 1.5 14.5))"
SYN_concave_u_r001_c003,Synthetic-concave_u,1,3,3.0,15.0,0.5129141605458849,1.0,1.361697702265109,0.8235294117647058,True,"POLYGON ((2.5 14.5, 3.5 14.5, 3.5 15.5, 2.5 15.5, 2.5 14.5))"
SYN_concave_u_r001_c013,Synthetic-concave_u,1,13,13.0,15.0,-1.3413529235513684,1.0,0.5511420453043062,0.823529411764706,True,"POLYGON ((12.5 14.5, 13.5 14.5, 13.5 15.5, 12.5 15.5, 12.5 14.5))"
SYN_concave_u_r001_c014,Synthetic-concave_u,1,14,14.0,15.0,-1.3369616776724644,1.0,0.5146680774443575,0.8333333333333334,False,"POLYGON ((13.5 14.5, 14.5 14.5, 14.5 15.5, 13.5 15.5, 13.5 14.5))"
SYN_concave_u_r001_c015,Synthetic-concave_u,1,15,15.0,15.0,-1.213443558474724,1.0,0.4823600886299214,0.9,False,"POLYGON ((14.5 14.5, 15.5 14.5, 15.5 15.5, 14.5 15.5, 14.5 14.5))"
SYN_concave_u_r001_c016,Synthetic-concave_u,1,16,16.0,15.0,-0.9857757029204536,1.0,0.4536000926051882,0.9666666666666667,True,"POLYGON ((15.5 14.5, 16.5 14.5, 16.5 15.5, 15.5 15.5, 15.5 14.5))"
SYN_concave_u_r002_c000,Synthetic-concave_u,2,0,0.0,14.0,-0.6070865055389552,1.0,1.8134838161298312,0.75,True,"POLYGON ((-0.5 13.5, 0.5 13.5, 0.5 14.5, -0.5 14.5, -0.5 13.5))"
SYN_concave_u_r002_c001,Synthetic-concave_u,2,1,1.0,14.0,-0.2641886980835038,1.0,1.6531321035903717,0.7058823529411764,False,"POLYGON ((0.5 13.5, 1.5 13.5, 1.5 14.5, 0.5 14.5, 0.5 13.5))"
SYN_concave_u_r002_c002,Synthetic-concave_u,2,2,2.0,14.0,0.03713118169873586,1.0,1.4884605499994215,0.7058823529411764,False,"POLYGON ((1.5 13.5, 2.5 13.5, 2.5 14.5, 1.5 14.5, 1.5 13.5))"
SYN_concave_u_r002_c003,Synthetic-concave_u,2,3,3.0,14.0,0.2603367200550617,1.0,1.3281088374599619,0.7500000000000003,True,"POLYGON ((2.5 13.5, 3.5 13.5, 3.5 14.5, 2.5 14.5, 2.5 13.5))"
SYN_concave_u_r002_c013,Synthetic-concave_u,2,13,13.0,14.0,-1.5939303640421918,1.0,0.4849091283229432,0.7666666666666668,True,"POLYGON ((12.5 13.5, 13.5 13.5, 13.5 14.5, 12.5 14.5, 12.5 13.5))"
SYN_concave_u_r002_c014,Synthetic-concave_u,2,14,14.0,14.0,-1.5895391181632879,1.0,0.4513468174578875,0.8333333333333334,False,"POLYGON ((13.5 13.5, 14.5 13.5, 14.5 14.5, 13.5 14.5, 13.5 13.5))"
SYN_concave_u_r002_c015,Synthetic-concave_u,2,15,15.0,14.0,-1.466020998965547,1.0,0.42186575704959667,0.9,False,"POLYGON ((14.5 13.5, 15.5 13.5, 15.5 14.5, 14.5 14.5, 14.5 13.5))"
SYN_concave_u_r002_c016,Synthetic-concave_u,2,16,16.0,14.0,-1.2383531434112767,1.0,0.395807225456175,0.9666666666666669,True,"POLYGON ((15.5 13.5, 16.5 13.5, 16.5 14.5, 15.5 14.5, 15.5 13.5))"
SYN_concave_u_r003_c000,Synthetic-concave_u,3,0,0.0,13.0,-0.8089647866300858,1.0,1.8595724604426362,0.7500000000000003,True,"POLYGON ((-0.5 12.5, 0.5 12.5, 0.5 13.5, -0.5 13.5, -0.5 12.5))"
SYN_concave_u_r003_c001,Synthetic-concave_u,3,1,1.0,13.0,-0.4660669791746344,1.0,1.6695013291807457,0.588235294117647,False,"POLYGON ((0.5 12.5, 1.5 12.5, 1.5 13.5, 0.5 13.5, 0.5 12.5))"
SYN_concave_u_r003_c002,Synthetic-concave_u,3,2,2.0,13.0,-0.16474709939239474,1.0,1.4720913244090474,0.588235294117647,False,"POLYGON ((1.5 12.5, 2.5 12.5, 2.5 13.5, 1.5 13.5, 1.5 12.5))"
SYN_concave_u_r003_c003,Synthetic-concave_u,3,3,3.0,13.0,0.0584584389639311,1.0,1.282020193147157,0.75,True,"POLYGON ((2.5 12.5, 3.5 12.5, 3.5 13.5, 2.5 13.5, 2.5 12.5))"
