cell_id,region_id,block_row,block_col,longitude,latitude,scalar_value,original_area_degree2,theta,rho,is_boundary,polygon_wkt
SYN_elongated_r000_c000,Synthetic-elongated,0,0,0.0,6.0,-0.1683974479490768,1.0,2.9302181737430466,0.9655172413793105,True,"POLYGON ((-0.5 5.5, 0.5 5.5, 0.5 6.5, -0.5 6.5, -0.5 5.5))"
SYN_elongated_r000_c001,Synthetic-elongated,0,1,1.0,6.0,0.17450035950637455,1.0,2.9144931438572583,0.8965517241379312,True,"POLYGON ((0.5 5.5, 1.5 5.5, 1.5 6.5, 0.5 6.5, 0.5 5.5))"
SYN_elongated_r000_c002,Synthetic-elongated,0,2,2.0,6.0,0.4758202392886142,1.0,2.896291111598258,0.8571428571428573,True,"POLYGON ((1.5 5.5, 2.5 5.5, 2.5 6.5, 1.5 6.5, 1.5 5.5))"
SYN_elongated_r000_c003,Synthetic-elongated,0,3,3.0,6.0,0.69902577764494,1.0,2.87499227279413,0.8571428571428571,True,"POLYGON ((2.5 5.5, 3.5 5.5, 3.5 6.5, 2.5 6.5, 2.5 5.5))"
SYN_elongated_r000_c004,Synthetic-elongated,0,4,4.0,6.0,0.8170522820393833,1.0,2.8497581920167803,0.8571428571428578,True,"POLYGON ((3.5 5.5, 4.5 5.5, 4.5 6.5, 3.5 6.5, 3.5 5.5))"
SYN_elongated_r000_c005,Synthetic-elongated,0,5,5.0,6.0,0.8155884989248601,1.0,2.81943045190928,0.857142857142857,True,"POLYGON ((4.5 5.5, 5.5 5.5, 5.5 6.5, 4.5 6.5, 4.5 5.5))"
SYN_elongated_r000_c006,Synthetic-elongated,0,6,6.0,6.0,0.6948119186997972,1.0,2.7823708774280473,0.857142857142857,True,"POLYGON ((5.5 5.5, 6.5 5.5, 6.5 6.5, 5.5 6.5, 5.5 5.5))"
SYN_elongated_r000_c007,Synthetic-elongated,0,7,7.0,6.0,0.4693672541854272,1.0,2.736204089238795,0.8571428571428571,True,"POLYGON ((6.5 5.5, 7.5 5.5, 7.5 6.5, 6.5 6.5, 6.5 5.5))"
SYN_elongated_r000_c008,Synthetic-elongated,0,8,8.0,6.0,0.1665907022068283,1.0,2.677396256870252,0.8571428571428573,True,"POLYGON ((7.5 5.5, 8.5 5.5, 8.5 6.5, 7.5 6.5, 7.5 5.5))"
SYN_elongated_r000_c009,Synthetic-elongated,0,9,9.0,6.0,-0.17680469531622542,1.0,2.600567926488921,0.8571428571428569,True,"POLYGON ((8.5 5.5, 9.5 5.5, 9.5 6.5, 8.5 6.5, 8.5 5.5))"
SYN_elongated_r000_c010,Synthetic-elongated,0,10,10.0,6.0,-0.5191806756386966,1.0,2.4974331440919766,0.8571428571428574,True,"POLYGON ((9.5 5.5, 10.5 5.5, 10.5 6.5, 9.5 6.5, 9.5 5.5))"
SYN_elongated_r000_c011,Synthetic-elongated,0,11,11.0,6.0,-0.8190225850142439,1.0,2.3555087878113867,0.8571428571428573,True,"POLYGON ((10.5 5.5, 11.5 5.5, 11.5 6.5, 10.5 6.5, 10.5 5.5))"
SYN_elongated_r000_c012,Synthetic-elongated,0,12,12.0,6.0,-1.0399732203626646,1.0,2.1581661411703643,0.8571428571428571,True,"POLYGON ((11.5 5.5, 12.5 5.5, 12.5 6.5, 11.5 6.5, 11.5 5.5))"
SYN_elongated_r000_c013,Synthetic-elongated,0,13,13.0,6.0,-1.1552413064523133,1.0,1.8921356852881137,0.857142857142857,True,"POLYGON ((12.5 5.5, 13.5 5.5, 13.5 6.5, 12.5 6.5, 12.5 5.5))"
SYN_elongated_r000_c014,Synthetic-elongated,0,14,14.0,6.0,-1.1508500605734093,1.0,1.5707963267948966,0.8571428571428571,True,"POLYGON ((13.5 5.5, 14.5 5.5, 14.5 6.5, 13.5 6.5, 13.5 5.5))"
SYN_elongated_r000_c015,Synthetic-elongated,0,15,15.0,6.0,-1.0273319413756687,1.0,1.2494569683016796,0.8571428571428571,True,"POLYGON ((14.5 5.5, 15.5 5.5, 15.5 6.5, 14.5 6.5, 14.5 5.5))"
SYN_elongated_r000_c016,Synthetic-elongated,0,16,16.0,6.0,-0.7996640858213984,1.0,0.983426512419429,0.8571428571428573,True,"POLYGON ((15.5 5.5, 16.5 5.5, 16.5 6.5, 15.5 6.5, 15.5 5.5))"
SYN_elongated_r000_c017,Synthetic-elongated,0,17,17.0,6.0,-0.49545226281881827,1.0,0.7860838657784063,0.8571428571428571,True,"POLYGON ((16.5 5.5, 17.5 5.5, 17.5 6.5, 16.5 6.5, 16.5 5.5))"
SYN_elongated_r000_c018,Synthetic-elongated,0,18,18.0,6.0,-0.15158354746472708,1.0,0.6441595094978165,0.857142857142857,True,"POLYGON ((17.5 5.5, 18.5 5.5, 18.5 6.5, 17.5 6.5, 17.5 5.5))"
SYN_elongated_r000_c019,Synthetic-elongated,0,19,19.0,6.0,0.19024640554372274,1.0,0.5410247271008725,0.8571428571428572,True,"POLYGON ((18.5 5.5, 19.5 5.5, 19.5 6.5, 18.5 6.5, 18.5 5.5))"
SYN_elongated_r000_c020,Synthetic-elongated,0,20,20.0,6.0,0.48858915076971227,1.0,0.46419639671954105,0.8571428571428571,True,"POLYGON ((19.5 5.5, 20.5 5.5, 20.5 6.5, 19.5 6.5, 19.5 5.5))"
SYN_elongated_r000_c021,Synthetic-elongated,0,21,21.0,6.0,0.7072692656438053,1.0,0.40538856435099846,0.8571428571428571,True,"POLYGON ((20.5 5.5, 21.5 5.5, 21.5 6.5, 20.5 6.5, 20.5 5.5))"
SYN_elongated_r000_c022,Synthetic-elongated,0,22,22.0,6.0,0.8197707859279235,1.0,0.35922177616174594,0.8571428571428573,True,"POLYGON ((21.5 5.5, 22.5 5.5, 22.5 6.5, 21.5 6.5, 21.5 5.5))"
SYN_elongated_r000_c023,Synthetic-elongated,0,23,23.0,6.0,0.812452387671323,1.0,0.3221622016805134,0.857142857142857,True,"POLYGON ((22.5 5.5, 23.5 5.5, 23.5 6.5, 22.5 6.5, 22.5 5.5))"
SYN_elongated_r000_c024,Synthetic-elongated,0,24,24.0,6.0,0.6862014601392046,1.0,0.2918344615730128,0.857142857142857,True,"POLYGON ((23.5 5.5, 24.5 5.5, 24.5 6.5, 23.5 6.5, 23.5 5.5))"
SYN_elongated_r000_c025,Synthetic-elongated,0,25,25.0,6.0,0.45632650580511563,1.0,0.266600380795663,0.857142857142857,True,"POLYGON ((24.5 5.5, 25.5 5.5, 25.5 6.5, 24.5 6.5, 24.5 5.5))"
SYN_elongated_r000_c026,Synthetic-elongated,0,26,26.0,6.0,0.15070091440027533,1.0,0.24530154199153525,0.857142857142857,True,"POLYGON ((25.5 5.5, 26.5 5.5, 26.5 6.5, 25.5 6.5, 25.5 5.5))"
SYN_elongated_r000_c027,Synthetic-elongated,0,27,27.0,6.0,-0.1936168130927355,1.0,0.22709950973253484,0.8965517241379312,True,"POLYGON ((26.5 5.5, 27.5 5.5, 27.5 6.5, 26.5 6.5, 26.5 5.5))"
SYN_elongated_r000_c028,Synthetic-elongated,0,28,28.0,6.0,-0.5348765772010036,1.0,0.21137447984674673,0.9655172413793104,True,"POLYGON ((27.5 5.5, 28.5 5.5, 28.5 6.5, 27.5 6.5, 27.5 5.5))"
SYN_elongated_r001_c000,Synthetic-elongated,1,0,0.0,5.0,0.12050276936736662,1.0,2.9995034758214736,0.9655172413793105,True,"POLYGON ((-0.5 4.5, 0.5 4.5, 0.5 5.5, -0.5 5.5, -0.5 4.5))"
SYN_elongated_r001_c001,Synthetic-elongated,1,1,1.0,5.0,0.463400576822818,1.0,2.988737083210143,0.896551724137931,False,"POLYGON ((0.5 4.5, 1.5 4.5, 1.5 5.5, 0.5 5.5, 0.5 4.5))"
SYN_elongated_r001_c002,Synthetic-elongated,1,2,2.0,5.0,0.7647204566050576,1.0,2.976221441838477,0.8275862068965516,False,"POLYGON ((1.5 4.5, 2.5 4.5, 2.5 5.5, 1.5 5.5, 1.5 4.5))"
SYN_elongated_r001_c003,Synthetic-elongated,1,3,3.0,5.0,0.9879259949613834,1.0,2.9614976315128456,0.7586206896551725,False,"POLYGON ((2.5 4.5, 3.5 4.5, 3.5 5.5, 2.5 5.5, 2.5 4.5))"
SYN_elongated_r001_c004,Synthetic-elongated,1,4,4.0,5.0,1.1059524993558267,1.0,2.9439331949833774,0.6896551724137931,False,"POLYGON ((3.5 4.5, 4.5 4.5, 4.5 5.5, 3.5 5.5, 3.5 4.5))"
SYN_elongated_r001_c005,Synthetic-elongated,1,5,5.0,5.0,1.1044887162413035,1.0,2.9226331120443687,0.6206896551724137,False,"POLYGON ((4.5 4.5, 5.5 4.5, 5.5 5.5, 4.5 5.5, 4.5 4.5))"
SYN_elongated_r001_c006,Synthetic-elongated,1,6,6.0,5.0,0.9837121360162405,1.0,2.896291111598258,0.5714285714285715,False,"POLYGON ((5.5 4.5, 6.5 4.5, 6.5 5.5, 5.5 5.5, 5.5 4.5))"
SYN_elongated_r001_c007,Synthetic-elongated,1,7,7.0,5.0,0.7582674715018706,1.0,2.862930525652638,0.5714285714285718,False,"POLYGON ((6.5 4.5, 7.5 4.5, 7.5 5.5, 6.5 5.5, 6.5 4.5))"
SYN_elongated_r001_c008,Synthetic-elongated,1,8,8.0,5.0,0.4554909195232717,1.0,2.81943045190928,0.5714285714285714,False,"POLYGON ((7.5 4.5, 8.5 4.5, 8.5 5.5, 7.5 5.5, 7.5 4.5))"
SYN_elongated_r001_c009,Synthetic-elongated,1,9,9.0,5.0,0.112095522000218,1.0,2.7606131433137877,0.5714285714285715,False,"POLYGON ((8.5 4.5, 9.5 4.5, 9.5 5.5, 8.5 5.5, 8.5 4.5))"
SYN_elongated_r001_c010,Synthetic-elongated,1,10,10.0,5.0,-0.23028045832225322,1.0,2.677396256870252,0.5714285714285715,False,"POLYGON ((9.5 4.5, 10.5 4.5, 10.5 5.5, 9.5 5.5, 9.5 4.5))"
SYN_elongated_r001_c011,Synthetic-elongated,1,11,11.0,5.0,-0.5301223676978004,1.0,2.552956927009004,0.5714285714285713,False,"POLYGON ((10.5 4.5, 11.5 4.5, 11.5 5.5, 10.5 5.5, 10.5 4.5))"
SYN_elongated_r001_c012,Synthetic-elongated,1,12,12.0,5.0,-0.7510730030462212,1.0,2.3555087878113867,0.5714285714285715,False,"POLYGON ((11.5 4.5, 12.5 4.5, 12.5 5.5, 11.5 5.5, 11.5 4.5))"
SYN_elongated_r001_c013,Synthetic-elongated,1,13,13.0,5.0,-0.8663410891358699,1.0,2.0338955994572947,0.5714285714285715,False,"POLYGON ((12.5 4.5, 13.5 4.5, 13.5 5.5, 12.5 5.5, 12.5 4.5))"
SYN_elongated_r001_c014,Synthetic-elongated,1,14,14.0,5.0,-0.861949843256966,1.0,1.5707963267948966,0.5714285714285714,False,"POLYGON ((13.5 4.5, 14.5 4.5, 14.5 5.5, 13.5 5.5, 13.5 4.5))"
SYN_elongated_r001_c015,Synthetic-elongated,1,15,15.0,5.0,-0.7384317240592254,1.0,1.1076970541324984,0.5714285714285715,False,"POLYGON ((14.5 4.5, 15.5 4.5, 15.5 5.5, 14.5 5.5, 14.5 4.5))"
SYN_elongated_r001_c016,Synthetic-elongated,1,16,16.0,5.0,-0.510763868504955,1.0,0.7860838657784063,0.5714285714285714,False,"POLYGON ((15.5 4.5, 16.5 4.5, 16.5 5.5, 15.5 5.5, 15.5 4.5))"
