source,target,angle_rad
SYN_disk_like_r001_c008,SYN_disk_like_r002_c008,-1.5707963267948966
SYN_disk_like_r002_c008,SYN_disk_like_r001_c008,1.5707963267948966
SYN_disk_like_r002_c005,SYN_disk_like_r002_c006,0.0
SYN_disk_like_r002_c006,SYN_disk_like_r002_c005,3.141592653589793
SYN_disk_like_r002_c005,SYN_disk_like_r003_c005,-1.5707963267948966
SYN_disk_like_r003_c005,SYN_disk_like_r002_c005,1.5707963267948966
SYN_disk_like_r002_c006,SYN_disk_like_r002_c007,0.0
SYN_disk_like_r002_c007,SYN_disk_like_r002_c006,3.141592653589793
SYN_disk_like_r002_c006,SYN_disk_like_r003_c006,-1.5707963267948966
SYN_disk_like_r003_c006,SYN_disk_like_r002_c006,1.5707963267948966
SYN_disk_like_r002_c007,SYN_disk_like_r002_c008,0.0
SYN_disk_like_r002_c008,SYN_disk_like_r002_c007,3.141592653589793
SYN_disk_like_r002_c007,SYN_disk_like_r003_c007,-1.5707963267948966
SYN_disk_like_r003_c007,SYN_disk_like_r002_c007,1.5707963267948966
SYN_disk_like_r002_c008,SYN_disk_like_r002_c009,0.0
SYN_disk_like_r002_c009,SYN_disk_like_r002_c008,3.141592653589793
SYN_disk_like_r002_c008,SYN_disk_like_r003_c008,-1.5707963267948966
SYN_disk_like_r003_c008,SYN_disk_like_r002_c008,1.5707963267948966
SYN_disk_like_r002_c009,SYN_disk_like_r002_c010,0.0
SYN_disk_like_r002_c010,SYN_disk_like_r002_c009,3.141592653589793
SYN_disk_like_r002_c009,SYN_disk_like_r003_c009,-1.5707963267948966
SYN_disk_like_r003_c009,SYN_disk_like_r002_c009,1.5707963267948966
SYN_disk_like_r002_c010,SYN_disk_like_r002_c011,0.0
SYN_disk_like_r002_c011,SYN_disk_like_r002_c010,3.141592653589793
SYN_disk_like_r002_c010,SYN_disk_like_r003_c010,-1.5707963267948966
SYN_disk_like_r003_c010,SYN_disk_like_r002_c010,1.5707963267948966
SYN_disk_like_r002_c011,SYN_disk_like_r003_c011,-1.5707963267948966
SYN_disk_like_r003_c011,SYN_disk_like_r002_c011,1.5707963267948966
SYN_disk_like_r003_c004,SYN_disk_like_r003_c005,0.0
SYN_disk_like_r003_c005,SYN_disk_like_r003_c004,3.141592653589793
SYN_disk_like_r003_c004,SYN_disk_like_r004_c004,-1.5707963267948966
SYN_disk_like_r004_c004,SYN_disk_like_r003_c004,1.5707963267948966
SYN_disk_like_r003_c005,SYN_disk_like_r003_c006,0.0
SYN_disk_like_r003_c006,SYN_disk_like_r003_c005,3.141592653589793
SYN_disk_like_r003_c005,SYN_disk_like_r004_c005,-1.5707963267948966
SYN_disk_like_r004_c005,SYN_disk_like_r003_c005,1.5707963267948966
SYN_disk_like_r003_c006,SYN_disk_like_r003_c007,0.0
SYN_disk_like_r003_c007,SYN_disk_like_r003_c006,3.141592653589793
SYN_disk_like_r003_c006,SYN_disk_like_r004_c006,-1.5707963267948966
SYN_disk_like_r004_c006,SYN_disk_like_r003_c006,1.5707963267948966
SYN_disk_like_r003_c007,SYN_disk_like_r003_c008,0.0
SYN_disk_like_r003_c008,SYN_disk_like_r003_c007,3.141592653589793
SYN_disk_like_r003_c007,SYN_disk_like_r004_c007,-1.5707963267948966
SYN_disk_like_r004_c007,SYN_disk_like_r003_c007,1.5707963267948966
SYN_disk_like_r003_c008,SYN_disk_like_r003_c009,0.0
SYN_disk_like_r003_c009,SYN_disk_like_r003_c008,3.141592653589793
SYN_disk_like_r003_c008,SYN_disk_like_r004_c008,-1.5707963267948966
SYN_disk_like_r004_c008,SYN_disk_like_r003_c008,1.5707963267948966
SYN_disk_like_r003_c009,SYN_disk_like_r003_c010,0.0
SYN_disk_like_r003_c010,SYN_disk_like_r003_c009,3.141592653589793
SYN_disk_like_r003_c009,SYN_disk_like_r004_c009,-1.5707963267948966
SYN_disk_like_r004_c009,SYN_disk_like_r003_c009,1.5707963267948966
SYN_disk_like_r003_c010,SYN_disk_like_r003_c011,0.0
SYN_disk_like_r003_c011,SYN_disk_like_r003_c010,3.141592653589793
SYN_disk_like_r003_c010,SYN_disk_like_r004_c010,-1.5707963267948966
SYN_disk_like_r004_c010,SYN_disk_like_r003_c010,1.5707963267948966
SYN_disk_like_r003_c011,SYN_disk_like_r003_c012,0.0
SYN_disk_like_r003_c012,SYN_disk_like_r003_c011,3.141592653589793
SYN_disk_like_r003_c011,SYN_disk_like_r004_c011,-1.5707963267948966
SYN_disk_like_r004_c011,SYN_disk_like_r003_c011,1.5707963267948966
SYN_disk_like_r003_c012,SYN_disk_like_r004_c012,-1.5707963267948966
SYN_disk_like_r004_c012,SYN_disk_like_r003_c012,1.5707963267948966
SYN_disk_like_r004_c003,SYN_disk_like_r004_c004,0.0
SYN_disk_like_r004_c004,SYN_disk_like_r004_c003,3.141592653589793
SYN_disk_like_r004_c003,SYN_disk_like_r005_c003,-1.5707963267948966
SYN_disk_like_r005_c003,SYN_disk_like_r004_c003,1.5707963267948966
SYN_disk_like_r004_c004,SYN_disk_like_r004_c005,0.0
SYN_disk_like_r004_c005,SYN_disk_like_r004_c004,3.141592653589793
SYN_disk_like_r004_c004,SYN_disk_like_r005_c004,-1.5707963267948966
SYN_disk_like_r005_c004,SYN_disk_like_r004_c004,1.5707963267948966
SYN_disk_like_r004_c005,SYN_disk_like_r004_c006,0.0
SYN_disk_like_r004_c006,SYN_disk_like_r004_c005,3.141592653589793
SYN_disk_like_r004_c005,SYN_disk_like_r005_c005,-1.5707963267948966
SYN_disk_like_r005_c005,SYN_disk_like_r004_c005,1.5707963267948966
SYN_disk_like_r004_c006,SYN_disk_like_r004_c007,0.0
SYN_disk_like_r004_c007,SYN_disk_like_r004_c006,3.141592653589793
SYN_disk_like_r004_c006,SYN_disk_like_r005_c006,-1.5707963267948966
SYN_disk_like_r005_c006,SYN_disk_like_r004_c006,1.5707963267948966
SYN_disk_like_r004_c007,SYN_disk_like_r004_c008,0.0
SYN_disk_like_r004_c008,SYN_disk_like_r004_c007,3.141592653589793
SYN_disk_like_r004_c007,SYN_disk_like_r005_c007,-1.5707963267948966
SYN_disk_like_r005_c007,SYN_disk_like_r004_c007,1.5707963267948966
SYN_disk_like_r004_c008,SYN_disk_like_r004_c009,0.0
SYN_disk_like_r004_c009,SYN_disk_like_r004_c008,3.141592653589793
SYN_disk_like_r004_c008,SYN_disk_like_r005_c008,-1.5707963267948966
SYN_disk_like_r005_c008,SYN_disk_like_r004_c008,1.5707963267948966
SYN_disk_like_r004_c009,SYN_disk_like_r004_c010,0.0
SYN_disk_like_r004_c010,SYN_disk_like_r004_c009,3.141592653589793
SYN_disk_like_r004_c009,SYN_disk_like_r005_c009,-1.5707963267948966
SYN_disk_like_r005_c009,SYN_disk_like_r004_c009,1.5707963267948966
SYN_disk_like_r004_c010,SYN_disk_like_r004_c011,0.0
SYN_disk_like_r004_c011,SYN_disk_like_r004_c010,3.141592653589793
SYN_disk_like_r004_c010,SYN_disk_like_r005_c010,-1.5707963267948966
SYN_disk_like_r005_c010,SYN_disk_like_r004_c010,1.5707963267948966
SYN_disk_like_r004_c011,SYN_disk_like_r004_c012,0.0
SYN_disk_like_r004_c012,SYN_disk_like_r004_c011,3.141592653589793
SYN_disk_like_r004_c011,SYN_disk_like_r005_c011,-1.5707963267948966
SYN_disk_like_r005_c011,SYN_disk_like_r004_c011,1.5707963267948966
SYN_disk_like_r004_c012,SYN_disk_like_r004_c013,0.0
SYN_disk_like_r004_c013,SYN_disk_like_r004_c012,3.141592653589793
SYN_disk_like_r004_c012,SYN_disk_like_r005_c012,-1.5707963267948966
SYN_disk_like_r005_c012,SYN_disk_like_r004_c012,1.5707963267948966
SYN_disk_like_r004_c013,SYN_disk_like_r005_c013,-1.5707963267948966
SYN_disk_like_r005_c013,SYN_disk_like_r004_c013,1.5707963267948966
SYN_disk_like_r005_c002,SYN_disk_like_r005_c003,0.0
SYN_disk_like_r005_c003,SYN_disk_like_r005_c002,3.141592653589793
SYN_disk_like_r005_c002,SYN_disk_like_r006_c002,-1.5707963267948966
SYN_disk_like_r006_c002,SYN_disk_like_r005_c002,1.5707963267948966
SYN_disk_like_r005_c003,SYN_disk_like_r005_c004,0.0
SYN_disk_like_r005_c004,SYN_disk_like_r005_c003,3.141592653589793
SYN_disk_like_r005_c003,SYN_disk_like_r006_c003,-1.5707963267948966
SYN_disk_like_r006_c003,SYN_disk_like_r005_c003,1.5707963267948966
SYN_disk_like_r005_c004,SYN_disk_like_r005_c005,0.0
SYN_disk_like_r005_c005,SYN_disk_like_r005_c004,3.141592653589793
SYN_disk_like_r005_c004,SYN_disk_like_r006_c004,-1.5707963267948966
SYN_disk_like_r006_c004,SYN_disk_like_r005_c004,1.5707963267948966
SYN_disk_like_r005_c005,SYN_disk_like_r005_c006,0.0
SYN_disk_like_r005_c006,SYN_disk_like_r005_c005,3.141592653589793
SYN_disk_like_r005_c005,SYN_disk_like_r006_c005,-1.5707963267948966
SYN_disk_like_r006_c005,SYN_disk_like_r005_c005,1.5707963267948966
SYN_disk_like_r005_c006,SYN_disk_like_r005_c007,0.0
SYN_disk_like_r005_c007,SYN_disk_like_r005_c006,3.141592653589793
SYN_disk_like_r005_c006,SYN_disk_like_r006_c006,-1.5707963267948966
SYN_disk_like_r006_c006,SYN_disk_like_r005_c006,1.5707963267948966
SYN_disk_like_r005_c007,SYN_disk_like_r005_c008,0.0
